;454;saraaaa;4548;4848;12/2/2019;230899642;42927550;40153372;45559520;102259200;8850;9395;8280;20900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;1002;Andres;4548;150;12/2/2019/9/5;123721140;48581400;3405532;27651008;44083200;10000;5701;700;8900;0;0;0;0;0;
;454;saraaaa;4548;4848;12/2/2019/20/22;44083200;0;0;0;44083200;0;0;0;8900;0;0;0;0;0;
;454;saraaaa;4548;4848;12/2/2019/24/2;44083200;0;0;0;44083200;0;0;0;8900;0;0;0;0;0;
